time,ADM1_EN,ADM2_EN,lon,lat,precipitationCal,PROV_CODE,time2,time3
2020-12-25 00:00:00,Vatovavy Fitovinany,Mananjary,48.084045166664936,-21.194680640038023,0.0,2.0,2020-12-25,12-25
2020-12-25 00:00:00,Vatovavy Fitovinany,Nosy-Varika,48.167649886187384,-20.552940144258386,0.0,2.0,2020-12-25,12-25
2020-12-25 00:00:00,Vatovavy Fitovinany,Vohipeno,47.66818410700018,-22.331817973743785,0.0,2.0,2020-12-25,12-25
2020-12-26 00:00:00,Alaotra Mangoro,Ambatondrazaka,48.45000208979068,-17.93043385381284,67.06703,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Alaotra Mangoro,Amparafaravola,48.34750175476074,-17.437499046325684,59.48751,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Alaotra Mangoro,Andilamena,48.33593988418579,-16.718749523162842,45.216198,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Alaotra Mangoro,Anosibe-An'ala,48.120835622151695,-19.50833257039388,4.237501,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Alaotra Mangoro,Moramanga,48.253228341379476,-18.817741147933468,33.572388,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Amoron I Mania,Ambatofinandrahana,46.302176434060804,-20.493477614029594,0.0013586957,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Amoron I Mania,Ambositra,47.307694948636566,-20.59615267240084,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Amoron I Mania,Fandriana,47.444739291542454,-20.27105170802066,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Amoron I Mania,Manandriana,47.02500343322754,-20.774999618530273,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Ambohidratrimo,47.433336893717446,-18.683331807454426,4.6791215,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Andramasina,47.742858341761995,-19.299998692103795,0.5662323,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Anjozorobe,47.741894593109954,-18.1986482981089,21.94707,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Ankazobe,47.039395997018524,-18.16666620427912,5.3138304,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Antananarivo Atsimondrano,47.48333867390951,-19.016666412353516,0.559479,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Antananarivo Avaradrano,47.607145581926616,-18.878571101597377,3.5131228,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analamanga,Manjakandriana,47.788461245023285,-18.826922196608322,8.292622,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Fenerive Est,49.19231033325195,-17.1538452735314,87.92103,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Mananara-Avaratra,49.498650525067305,-16.23648584211195,46.93618,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Maroantsetra,49.480359486171174,-15.478569984436035,12.292272,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Sainte Marie,49.90000534057617,-16.950000762939453,88.647995,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Soanierana Ivongo,49.317569938865866,-16.717566928348027,79.776344,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Analanjirofo,Vavatenina,49.01800277709961,-17.521999053955078,89.28122,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Androy,Ambovombe-Androy,45.79827815088733,-24.858619953023975,0.00086206896,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Androy,Bekily,45.40116500854492,-24.24999937900277,0.0009302325,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Androy,Beloha,45.03604844559071,-25.073254696158475,0.0037972315,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Androy,Tsihombe,45.450002670288086,-25.370833079020183,0.005355049,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Anosy,Amboasary-Atsimo,46.364609064680806,-24.4230329106363,0.0,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Anosy,Betroka,45.88196957697634,-23.36967143074411,0.0025828292,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Anosy,Taolagnaro,46.965386610764725,-24.6269221672645,0.0,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Ampanihy Ouest,44.48440231323242,-24.52199917602539,0.0073680934,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Ankazoabo,44.66818410700018,-22.157575318307586,0.032472476,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Benenitra,45.0961562914726,-23.4038450779059,0.48643097,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Beroroha,45.20625185966492,-21.48906171321869,0.018556481,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Betioky Atsimo,44.49143055507115,-23.671427808489117,0.0690069,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Morombe,43.692426392526336,-22.018181078361742,2.7922392,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Sakaraha,44.45540794166359,-22.777026305327546,0.02998394,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Toliary-I,43.65000534057617,-23.35000228881836,0.022606669,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Andrefana,Toliary-II,43.78764949125402,-23.19588151819566,1.1647806,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Atsinanana,Befotaka,46.81333592732747,-23.866665903727213,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Atsinanana,Farafangana,47.67916742960612,-22.79583231608073,0.027916664,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Atsinanana,Midongy-Atsimo,47.00238527570452,-23.326189495268324,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Atsinanana,Vangaindrano,47.3977297002619,-23.545453851873223,0.000113636364,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsimo Atsinanana,Vondrozo,47.32407591078017,-22.687036443639684,0.00092592585,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Antanambao Manampontsy,48.46000289916992,-19.559999084472658,11.52984,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Brickaville,48.857274905118075,-18.648181221701883,76.060524,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Mahanoro,48.51774412585843,-20.037095715922693,7.0577216,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Marolambo,47.99333521525065,-20.083333079020182,1.2308929,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Toamasina II,49.137501907348636,-18.004999351501464,90.80983,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Atsinanana,Vatomandry,48.78500213623047,-19.389999008178712,27.679459,3.0,2020-12-26,12-26
2020-12-26 00:00:00,Betsiboka,Kandreho,46.059261322021484,-17.418517642551,18.581009,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Betsiboka,Maevatanana,46.91179969873321,-17.242133879929447,18.447966,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Betsiboka,Tsaratanana,47.64019872628006,-17.14117551317402,27.01863,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Boeny,Ambato Boeni,46.47666915893555,-16.67133295694987,20.707554,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Boeny,Mahajanga II,46.78658825013696,-15.623169015093547,15.135421,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Boeny,Marovoay,46.63478469848633,-16.149998519731604,12.050148,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Boeny,Mitsinjo,45.9380974542527,-16.088094416118803,7.348246,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Boeny,Soalala,45.40312719345093,-16.48281167447567,5.437082,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Bongolava,Fenoarivobe,46.33730431208535,-18.27380897885277,2.061246,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Bongolava,Tsiroanomandidy,45.96460882465491,-18.836515833822528,4.672416,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Diana,Ambanja,48.48469660233478,-13.862243243626185,13.424745,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Diana,Ambilobe,49.08283797306801,-13.484326504949314,9.732059,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Diana,Antsiranana I,49.249996185302734,-12.249995231628418,0.04012765,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Diana,Antsiranana II,49.21444693671332,-12.618887477450901,0.59491813,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Diana,Nosy-Be,48.29999923706055,-13.40000057220459,2.661334,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Ambalavao,46.73571650187174,-21.897618248349143,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Ambohimahasoa,47.165385026198166,-21.057691427377556,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Fianarantsoa I,47.04999923706055,-21.450000762939453,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Ikalamavony,46.22701381814891,-21.29597626609364,0.00091954024,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Isandra,46.913639762184836,-21.259090423583984,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Lalangina,47.26111306084527,-21.383333418104385,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Haute Matsiatra,Vohibato,47.081580111854954,-21.660524669446442,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Ihorombe,Iakora,46.65263306467157,-23.165788951673004,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Ihorombe,Ihosy,45.828147862920694,-22.35264827399854,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Ihorombe,Ivohibe,46.92368698120117,-22.52631498637952,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Itasy,Arivonimamo,47.25666834513346,-19.069998931884765,0.17817311,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Itasy,Miarinarivo,46.85000228881836,-18.904544830322266,0.5273752,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Itasy,Soavinandriana,46.56176645615522,-19.208822138169232,1.064007,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Melaky,Ambatomainty,45.589026381329795,-17.740243027849896,2.3402722,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Melaky,Antsalova,44.620493841952964,-18.83852367713803,22.06439,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Melaky,Besalampy,44.91019673023409,-16.905339176215016,13.99455,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Melaky,Maintirano,44.3178592863537,-17.753570829119003,14.140932,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Melaky,Morafenobe,44.95164158305184,-17.935244763483766,4.996806,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Menabe,Belo Sur Tsiribihina,44.85588477639591,-19.64705826254452,12.724838,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Menabe,Mahabo,45.16880547287118,-20.649999145768646,0.8078581,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Menabe,Manja,44.194874396690956,-21.41410162510016,0.116739675,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Menabe,Miandrivazo,45.35943625108251,-19.160376710711784,2.6535828,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Menabe,Morondava,44.39375273386637,-20.56249936421712,1.0541116,5.0,2020-12-26,12-26
2020-12-26 00:00:00,Sava,Andapa,49.55000212385848,-14.555403606311694,8.54471,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Sava,Antalaha,50.14655396033977,-15.236205101013184,7.59108,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Sava,Sambava,49.80128410534981,-14.224357335995405,9.00625,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Sava,Vohemar,49.71666937163382,-13.495452967557041,6.0489607,7.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Analalava,47.789728190800915,-14.711642160807571,8.099178,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Antsohihy,48.05488018873261,-14.989022673630133,2.7872672,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Bealanana,48.828573771885466,-14.546426773071289,7.565437,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Befandriana Nord,48.78289714612459,-15.159208950243498,4.1761036,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Mampikony,47.698720394036705,-16.165383338928223,22.988346,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Mandritsara,48.737211804057274,-16.04185911666515,30.830574,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Sofia,Port-Berge (Boriziny-Vaovao),47.71440855123229,-15.704235577987411,15.489512,4.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Ambatolampy,47.54230998112605,-19.465384556696964,0.23147346,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Antanifotsy,47.51923223642203,-19.75384521484375,0.23548086,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Antsirabe I,47.04999923706055,-19.85000228881836,0.0,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Antsirabe II,47.15435077833093,-19.906521175218664,0.017122172,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Betafo,46.68428791591099,-19.935713086809432,0.33503935,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Faratsiho,46.90882671580595,-19.391176784739773,0.71962625,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vakinankaratra,Mandoto,46.19651448449423,-19.673255121985147,0.99117047,1.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Ifanadiana,47.62941315594841,-21.07941100176643,4.5948604e-05,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Ikongo,47.45800338745117,-21.89399917602539,0.0,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Manakara Atsimo,47.863795181800576,-21.912067676412647,0.17072725,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Mananjary,48.084045166664936,-21.194680640038023,1.3681962,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Nosy-Varika,48.167649886187384,-20.552940144258386,2.9944398,2.0,2020-12-26,12-26
2020-12-26 00:00:00,Vatovavy Fitovinany,Vohipeno,47.66818410700018,-22.331817973743785,0.00032910783,2.0,2020-12-26,12-26
2020-12-27 00:00:00,Alaotra Mangoro,Ambatondrazaka,48.45000208979068,-17.93043385381284,25.343725,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Alaotra Mangoro,Amparafaravola,48.34750175476074,-17.437499046325684,34.135887,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Alaotra Mangoro,Andilamena,48.33593988418579,-16.718749523162842,27.068785,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Alaotra Mangoro,Anosibe-An'ala,48.120835622151695,-19.50833257039388,30.828745,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Alaotra Mangoro,Moramanga,48.253228341379476,-18.817741147933468,40.04005,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Amoron I Mania,Ambatofinandrahana,46.302176434060804,-20.493477614029594,25.944386,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Amoron I Mania,Ambositra,47.307694948636566,-20.59615267240084,34.97193,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Amoron I Mania,Fandriana,47.444739291542454,-20.27105170802066,33.433502,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Amoron I Mania,Manandriana,47.02500343322754,-20.774999618530273,31.245491,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Ambohidratrimo,47.433336893717446,-18.683331807454426,31.63813,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Andramasina,47.742858341761995,-19.299998692103795,33.826893,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Anjozorobe,47.741894593109954,-18.1986482981089,25.838335,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Ankazobe,47.039395997018524,-18.16666620427912,37.781895,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Antananarivo Atsimondrano,47.48333867390951,-19.016666412353516,26.71334,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Antananarivo Avaradrano,47.607145581926616,-18.878571101597377,33.98611,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analamanga,Manjakandriana,47.788461245023285,-18.826922196608322,40.52042,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Fenerive Est,49.19231033325195,-17.1538452735314,34.915165,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Mananara-Avaratra,49.498650525067305,-16.23648584211195,17.716015,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Maroantsetra,49.480359486171174,-15.478569984436035,24.695827,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Sainte Marie,49.90000534057617,-16.950000762939453,13.59277,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Soanierana Ivongo,49.317569938865866,-16.717566928348027,38.801636,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Analanjirofo,Vavatenina,49.01800277709961,-17.521999053955078,40.07425,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Androy,Ambovombe-Androy,45.79827815088733,-24.858619953023975,0.7772297,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Androy,Bekily,45.40116500854492,-24.24999937900277,2.7211092,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Androy,Beloha,45.03604844559071,-25.073254696158475,1.3660092,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Androy,Tsihombe,45.450002670288086,-25.370833079020183,0.017261265,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Anosy,Amboasary-Atsimo,46.364609064680806,-24.4230329106363,0.34374687,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Anosy,Betroka,45.88196957697634,-23.36967143074411,5.8602686,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Anosy,Taolagnaro,46.965386610764725,-24.6269221672645,0.8330837,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Ampanihy Ouest,44.48440231323242,-24.52199917602539,1.183784,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Ankazoabo,44.66818410700018,-22.157575318307586,7.6515584,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Benenitra,45.0961562914726,-23.4038450779059,1.835438,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Beroroha,45.20625185966492,-21.48906171321869,8.917004,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Betioky Atsimo,44.49143055507115,-23.671427808489117,4.277366,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Morombe,43.692426392526336,-22.018181078361742,19.591719,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Sakaraha,44.45540794166359,-22.777026305327546,9.981423,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Toliary-I,43.65000534057617,-23.35000228881836,1.1886412,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Andrefana,Toliary-II,43.78764949125402,-23.19588151819566,4.568212,5.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Atsinanana,Befotaka,46.81333592732747,-23.866665903727213,3.25771,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Atsinanana,Farafangana,47.67916742960612,-22.79583231608073,23.478119,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Atsinanana,Midongy-Atsimo,47.00238527570452,-23.326189495268324,15.064799,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Atsinanana,Vangaindrano,47.3977297002619,-23.545453851873223,18.959883,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsimo Atsinanana,Vondrozo,47.32407591078017,-22.687036443639684,38.554344,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Antanambao Manampontsy,48.46000289916992,-19.559999084472658,34.142143,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Brickaville,48.857274905118075,-18.648181221701883,30.864485,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Mahanoro,48.51774412585843,-20.037095715922693,49.06463,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Marolambo,47.99333521525065,-20.083333079020182,41.903458,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Toamasina II,49.137501907348636,-18.004999351501464,22.067976,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Atsinanana,Vatomandry,48.78500213623047,-19.389999008178712,33.77968,3.0,2020-12-27,12-27
2020-12-27 00:00:00,Betsiboka,Kandreho,46.059261322021484,-17.418517642551,30.673365,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Betsiboka,Maevatanana,46.91179969873321,-17.242133879929447,29.356352,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Betsiboka,Tsaratanana,47.64019872628006,-17.14117551317402,22.065554,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Boeny,Ambato Boeni,46.47666915893555,-16.67133295694987,31.195768,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Boeny,Mahajanga II,46.78658825013696,-15.623169015093547,15.97144,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Boeny,Marovoay,46.63478469848633,-16.149998519731604,23.410206,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Boeny,Mitsinjo,45.9380974542527,-16.088094416118803,24.075876,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Boeny,Soalala,45.40312719345093,-16.48281167447567,38.5444,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Bongolava,Fenoarivobe,46.33730431208535,-18.27380897885277,39.722008,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Bongolava,Tsiroanomandidy,45.96460882465491,-18.836515833822528,32.681698,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Diana,Ambanja,48.48469660233478,-13.862243243626185,6.627496,7.0,2020-12-27,12-27
2020-12-27 00:00:00,Diana,Ambilobe,49.08283797306801,-13.484326504949314,10.674954,7.0,2020-12-27,12-27
2020-12-27 00:00:00,Diana,Antsiranana I,49.249996185302734,-12.249995231628418,5.0985847,7.0,2020-12-27,12-27
2020-12-27 00:00:00,Diana,Antsiranana II,49.21444693671332,-12.618887477450901,11.038267,7.0,2020-12-27,12-27
2020-12-27 00:00:00,Diana,Nosy-Be,48.29999923706055,-13.40000057220459,5.324973,7.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Ambalavao,46.73571650187174,-21.897618248349143,22.113901,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Ambohimahasoa,47.165385026198166,-21.057691427377556,36.461586,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Fianarantsoa I,47.04999923706055,-21.450000762939453,34.55416,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Ikalamavony,46.22701381814891,-21.29597626609364,22.359192,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Isandra,46.913639762184836,-21.259090423583984,30.598696,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Lalangina,47.26111306084527,-21.383333418104385,41.727123,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Haute Matsiatra,Vohibato,47.081580111854954,-21.660524669446442,35.01586,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Ihorombe,Iakora,46.65263306467157,-23.165788951673004,10.432405,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Ihorombe,Ihosy,45.828147862920694,-22.35264827399854,9.70158,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Ihorombe,Ivohibe,46.92368698120117,-22.52631498637952,26.025713,2.0,2020-12-27,12-27
2020-12-27 00:00:00,Itasy,Arivonimamo,47.25666834513346,-19.069998931884765,22.709867,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Itasy,Miarinarivo,46.85000228881836,-18.904544830322266,23.88755,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Itasy,Soavinandriana,46.56176645615522,-19.208822138169232,23.115799,1.0,2020-12-27,12-27
2020-12-27 00:00:00,Melaky,Ambatomainty,45.589026381329795,-17.740243027849896,31.63304,4.0,2020-12-27,12-27
2020-12-27 00:00:00,Melaky,Antsalova,44.620493841952964,-18.83852367713803,196.35043,4.0,2020-12-27,12-27
